id	year	month	day	deaths	wounded	latitude	longitude	group	text	link
887	1996	2	16	1	0	41.919229	8.738635	Ostatní		
888	1996	2	18	1	8	51.500152	-0.126236	Konflikt v Severním Irsku		
889	1996	2	18	1	0	41.591369	9.278311	Ostatní		
890	1996	2	19	1	0	41.919229	8.738635	Ostatní		
891	1996	3	4	1	0			Baskický separatismus		
892	1996	3	5	1		54.477559	-8.28144	Konflikt v Severním Irsku		
893	1996	3	8	1	0	41.621822	8.97472	Ostatní		
894	1996	3	9	1	0	42.697283	9.450881	Ostatní		
895	1996	3	15	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
896	1996	4	29	1	0	48.15	17.1166667	Ostatní		
897	1996	5	20	1	3	37.884727	-4.779152	Baskický separatismus		
898	1996	5	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
899	1996	5	28	1	0	48.856614	2.352222	Ostatní		
900	1996	6	9	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
901	1996	7	1	1	7	42.697283	9.450881	Ostatní		
902	1996	7	7	1	0	35.171435	33.369906	Ostatní		
903	1996	7	8	1		54.508656	-6.295347	Konflikt v Severním Irsku		
904	1996	7	26	1	0	43.054198	-2.178116	Baskický separatismus		
905	1996	8	5	1	0	48.856614	2.352222	Ostatní		
906	1996	9	3	1	1	54.467967	-6.337967	Konflikt v Severním Irsku		
907	1996	9	8	1	1	35.132985	33.934618	Ostatní		
908	1996	9	13	1	0	35.039731	33.981716	Ostatní		
909	1996	9	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
910	1996	10	1	1	0	50.111445	8.680615	Ostatní		
911	1996	10	2	1	0	42.696492	23.326011	Ostatní		
912	1996	10	7	1	30	54.510893	-6.042726	Konflikt v Severním Irsku		
913	1996	10	7	1	30	54.510893	-6.042726	Konflikt v Severním Irsku		
914	1996	10	7	1		54.510893	-6.042726	Konflikt v Severním Irsku		
915	1996	10	11	1	0	42.05	25.VI	Ostatní		
916	1996	10	13	1	0	42.696492	23.326011	Ostatní		
917	1996	10	29	1		54.597269	-5.930109	Konflikt v Severním Irsku		
918	1996	11	15	1	1			Ostatní		
919	1996	12	7	1	0	41.67615	8.903952	Ostatní		
920	1995	1	10	1	0	48.856614	2.352222	Ostatní		
921	1995	1	13	1	1	43.256963	-2.923441	Baskický separatismus		
922	1995	1	23	1	0	43.320812	-1.984447	Ostatní		
923	1995	1	25	1	0	51.500152	-0.126236	Ostatní		
924	1995	2	12	1	0	51.338868	7.042711	Extrémní pravice		
925	1995	2	20	1	0	51.924216	4.481776	Ostatní		
926	1995	4	10	1	0	43.320812	-1.984447	Baskický separatismus		
927	1995	4	19	1	0	43.280687	-1.682699	Baskický separatismus		
928	1995	4	20	1	2	54.99451	-7.319996	Konflikt v Severním Irsku		
929	1995	4	28	1		54.597269	-5.930109	Konflikt v Severním Irsku		
930	1995	5	1	1	0	48.856614	2.352222	Extrémní pravice		
931	1995	5	2	1	0	42.072003	24.661053	Ostatní		
932	1995	5	14	1	0	49.562683	15.939813	Extrémní pravice		
933	1995	5	23	1	1	53.344104	-6.267494	Konflikt v Severním Irsku		
934	1995	6	8	1	0	43.320812	-1.984447	Baskický separatismus		
935	1995	6	19	1	0	40.416691	-3.700345	Baskický separatismus		
936	1995	7	13	1	1	41.919229	8.738635	Ostatní		
937	1995	7	21	1	1	48.588266	18.849378	Extrémní pravice		
938	1995	7	21	1	0	42.697283	9.450881	Ostatní		
939	1995	7	25	1	0	41.387917	2.169919	Extrémní pravice		
940	1995	8	31	1	1	42.309409	9.149022	Ostatní		
941	1995	9	4	1	3	54.0741	9.98458	Ostatní		
942	1995	9	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
943	1995	9	17	1	0	42.697283	9.450881	Ostatní		
944	1995	9	17	1	0	42.134855	8.595838	Ostatní		
945	1995	9	28	1		54.65548	-5.674815	Konflikt v Severním Irsku		
946	1995	10	20	1	0	39.470239	-0.376805	Baskický separatismus		
947	1995	10	20	1	2	45.3430556	14.4091667	Ostatní		
948	1995	10	26	1	0	35.89779	14.514106	Ostatní		
949	1995	10	29	1	0	42.309409	9.149022	Ostatní		
950	1995	11	6	1	2	49.941562	11.571023	Ostatní		
951	1995	11	13	1	0	46.198392	6.142296	Ostatní		
952	1995	11	27	1	0	51.500152	-0.126236	Ostatní		
953	1995	11	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
954	1995	12	8	1		54.597269	-5.930109	Konflikt v Severním Irsku		
955	1995	12	16	1	4	39.470239	-0.376805	Baskický separatismus		
956	1995	12	18	1		54.597269	-5.930109	Konflikt v Severním Irsku		
957	1995	12	19	1		54.597269	-5.930109	Konflikt v Severním Irsku		
958	1995	12	22	1	4	42.599876	-5.571752	Baskický separatismus		
959	1995	12	27	1		54.597269	-5.930109	Konflikt v Severním Irsku		
960	1994	1	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
961	1994	1	24	1	1	37.97918	23.716647	Ostatní		
962	1994	1	27	1	0	54.863117	-6.278343	Konflikt v Severním Irsku		
963	1994	1	27	1	0	54.64058	-5.534846	Ostatní		
964	1994	1	27	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
965	1994	2	4	1	0	54.595016	-5.703109	Konflikt v Severním Irsku		
966	1994	2	7	1	0	41.387917	2.169919	Baskický separatismus		
967	1994	2	10	1		53.716772	-6.354354	Ostatní		
968	1994	2	10	1		53.716772	-6.354354	Ostatní		
969	1994	2	17	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
970	1994	2	17	1		54.597269	-5.930109	Konflikt v Severním Irsku		
971	1994	2	24	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
972	1994	2	25	1	0	43.120541	6.128639	Ostatní		
973	1994	3	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
974	1994	3	11	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
975	1994	3	16	1	0	56.946203	24.104287	Ostatní		
976	1994	3	19	1	0	41.012518	14.125796	Ostatní		
977	1994	3	29	1	2	42.846718	-2.671635	Baskický separatismus		
978	1994	4	4	1	0	43.256963	-2.923441	Baskický separatismus		
979	1994	4	6	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
980	1994	4	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
981	1994	4	14	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
982	1994	4	20	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
983	1994	4	20	1		54.99451	-7.319996	Konflikt v Severním Irsku		
984	1994	4	24	1	0	54.981084	-6.682382	Konflikt v Severním Irsku		
985	1994	4	25	1		54.597269	-5.930109	Konflikt v Severním Irsku		
986	1994	4	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
987	1994	4	27	1	1	54.671804	-5.957181	Konflikt v Severním Irsku		
988	1994	4	27	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
989	1994	4	28	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
990	1994	4	28	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
991	1994	4	28	1	0	43.284889	-3.053896	Baskický separatismus		
992	1994	4	29	1		54.18006	-6.33393	Konflikt v Severním Irsku		
993	1994	5	3	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
994	1994	5	8	1		54.464931	-6.846123	Konflikt v Severním Irsku		
995	1994	5	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
996	1994	5	13	1		54.467967	-6.337967	Konflikt v Severním Irsku		
997	1994	5	14	1	0	54.250039	-6.703625	Konflikt v Severním Irsku		
998	1994	5	21	1		54.347539	-6.656108	Konflikt v Severním Irsku		
999	1994	5	21	1		53.344104	-6.267494	Konflikt v Severním Irsku		
1000	1994	5	23	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1001	1994	5	23	1	0	40.416691	-3.700345	Baskický separatismus		
1002	1994	6	1	1	0	40.416691	-3.700345	Baskický separatismus		
1003	1994	6	9	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1004	1994	6	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1005	1994	6	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1006	1994	6	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1007	1994	7	4	1	0	37.97918	23.716647	Ostatní		
1008	1994	7	11	1	0	54.510893	-6.042726	Konflikt v Severním Irsku		
1009	1994	7	16	1	8	48.736134	1.370889	Ostatní		
1010	1994	7	17	1	0	54.238631	-7.170908	Konflikt v Severním Irsku		
1011	1994	7	22	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1012	1994	7	27	1	0	43.320812	-1.984447	Ostatní		
1013	1994	8	5	1		54.623941	-6.211765	Konflikt v Severním Irsku		
1014	1994	8	7	1		54.644981	-5.928601	Konflikt v Severním Irsku		
1015	1994	8	8	1	0	54.397786	-5.753912	Konflikt v Severním Irsku		
1016	1994	8	9	1	0	43.256963	-2.923441	Baskický separatismus		
1017	1994	8	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1018	1994	8	11	1		54.467967	-6.337967	Konflikt v Severním Irsku		
1019	1994	8	14	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1020	1994	8	18	1		53.330809	-6.25619	Konflikt v Severním Irsku		
1021	1994	8	21	1	0	43.365899	-2.996356	Baskický separatismus		
1022	1994	8	27	1	1	45.683333	14.233333	Ostatní		
1023	1994	8	30	1		42.696492	23.326011	Ostatní		
1024	1994	8	31	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1025	1994	9	1	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1026	1994	9	19	1	10	37.97918	23.716647	Extrémní levice		
1027	1994	10	26	1	0	37.311188	13.576956	Ostatní		
1028	1994	11	10	1	0	54.18006	-6.33393	Konflikt v Severním Irsku		
1029	1994	11	18	1	1	43.256963	-2.923441	Baskický separatismus		
1030	1994	11	18	1	1	43.256963	-2.923441	Baskický separatismus		
1031	1994	12	15	1	0	43.267454	-2.020169	Baskický separatismus		
1032	1994	12	22	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1033	1994	12	26	1	1	42.547135	9.417273	Ostatní		
1034	1992	1	8	1	2	41.387917	2.169919	Baskický separatismus		
1035	1992	1	9	1	0	41.919229	8.738635	Ostatní		
1036	1992	1	9	1	0	54.479875	-6.228448	Konflikt v Severním Irsku		
1037	1992	1	13	1	0	54.536706	-6.70361	Konflikt v Severním Irsku		
1038	1992	1	14	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1039	1992	1	14	1	0	43.256963	-2.923441	Baskický separatismus		
1040	1992	1	15	1	0	39.470239	-0.376805	Baskický separatismus		
1041	1992	1	26	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1042	1992	1	30	1	0	54.510893	-6.042726	Konflikt v Severním Irsku		
1043	1992	1	30	1	0	59.332788	18.064488	Ostatní		
1044	1992	2	2	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1045	1992	2	3	1	0	54.502852	-6.769568	Konflikt v Severním Irsku		
1046	1992	2	5	1	1	54.482055	-8.088244	Konflikt v Severním Irsku		
1047	1992	2	10	1	0	37.983445	-1.12989	Baskický separatismus		
1048	1992	2	12	1	0	48.856614	2.352222	Ostatní		
1049	1992	2	13	1	0	42.542145	8.886425	Ostatní		
1050	1992	2	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1051	1992	2	17	1	0	59.332788	18.064488	Ostatní		
1052	1992	2	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1053	1992	2	24	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1054	1992	3	4	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1055	1992	3	10	1	0	35.855556	14.533333	Ostatní		
1056	1992	3	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1057	1992	3	12	1	0	50.850335	4.351685	Ostatní		
1058	1992	3	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1059	1992	3	16	1	0	55.676075	12.568316	Ostatní		
1060	1992	3	17	1	0	38.04325	23.542112	Ostatní		
1061	1992	3	19	1	0	41.387917	2.169919	Baskický separatismus		
1062	1992	3	19	1	0	41.5308	2.086581	Baskický separatismus		
1063	1992	3	23	1	0	40.416691	-3.700345	Baskický separatismus		
1064	1992	3	27	1	1	54.18006	-6.33393	Konflikt v Severním Irsku		
1065	1992	3	29	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
1066	1992	3	31	1	0	40.416691	-3.700345	Baskický separatismus		
1067	1992	4	2	1	0	54.951082	-6.558998	Konflikt v Severním Irsku		
1068	1992	4	2	1	0	54.467967	-6.337967	Konflikt v Severním Irsku		
1069	1992	4	4	1	0	52.516667	13.IV	Ostatní		
1070	1992	4	4	1	0	37.311188	13.576956	Ostatní		
1071	1992	4	13	1	0	52.921899	-1.475642	Konflikt v Severním Irsku		
1072	1992	4	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1073	1992	4	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1074	1992	4	18	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1075	1992	4	23	1	0	43.338233	-1.789272	Baskický separatismus		
1076	1992	4	28	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1077	1992	4	29	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1078	1992	5	1	1	2	54.673252	-7.627484	Konflikt v Severním Irsku		
1079	1992	5	5	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
1080	1992	5	12	1	0	52.131076	11.636583	Extrémní pravice		
1081	1992	5	13	1	3	52.229676	21.012229	Ostatní		
1082	1992	6	16	1	0	49.615576	3.219421	Ostatní		
1083	1992	7	1	1		54.159548	-6.458147	Konflikt v Severním Irsku		
1084	1992	7	2	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1085	1992	7	2	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1086	1992	7	2	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1087	1992	7	5	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1088	1992	7	5	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
1089	1992	7	7	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1090	1992	7	14	1	5	37.97918	23.716647	Ostatní		
1091	1992	7	15	1	1	48.777106	9.180769	Extrémní pravice		
1092	1992	7	16	1	0	44.837789	-0.57918	Ostatní		
1093	1992	7	27	1	0	37.502483	15.087835	Ostatní		
1094	1992	7	31	1	0	51.500152	-0.126236	Ostatní		
1095	1992	8	3	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1096	1992	8	4	1	0	50.732674	7.096299	Ostatní		
1097	1992	8	12	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1098	1992	8	18	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1099	1992	8	21	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1100	1992	8	27	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1101	1992	8	28	1		54.077313	-6.608787	Konflikt v Severním Irsku		
1102	1992	9	2	1	0	40.964968	-5.663025	Baskický separatismus		
1103	1992	9	5	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1104	1992	9	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1105	1992	9	10	1	0	41.691336	12.777975	Ostatní		
1106	1992	9	11	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1107	1992	9	14	1	0	43.320812	-1.984447	Baskický separatismus		
1108	1992	9	24	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1109	1992	9	24	1		54.595455	-5.797763	Konflikt v Severním Irsku		
1110	1992	9	27	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1111	1992	9	29	1	0	43.311307	-1.900896	Baskický separatismus		
1112	1992	9	30	1		54.57634	-5.917178	Konflikt v Severním Irsku		
1113	1992	10	1	1	2	50.06373	19.9458	Ostatní		
1114	1992	10	9	1	0	54.597269	-5.930109	Ostatní		
1115	1992	10	9	1		54.597269	-5.930109	Konflikt v Severním Irsku		
1116	1992	10	10	1	0			Konflikt v Severním Irsku		
1117	1992	10	12	1	4	51.500152	-0.126236	Konflikt v Severním Irsku		
1118	1992	10	15	1	1	48.856614	2.352222	Ostatní		
1119	1992	10	16	1	3	54.597269	-5.930109	Konflikt v Severním Irsku		
1120	1992	10	20	1	0	54.953823	-6.480002	Konflikt v Severním Irsku		
1121	1992	10	22	1	0	43.297222	-2.991667	Baskický separatismus		
1122	1992	10	31	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1123	1992	11	4	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1124	1992	11	7	1	3	54.597269	-5.930109	Konflikt v Severním Irsku		
1125	1992	11	14	1	0	51.25587	7.149972	Extrémní pravice		
1126	1992	11	15	1		54.296399	-7.871465	Konflikt v Severním Irsku		
1127	1992	11	18	1	1	50.860859	11.999774	Ostatní		
1128	1992	11	19	1	3	54.231405	-6.031151	Konflikt v Severním Irsku		
1129	1992	11	19	1	0	54.42071	-6.443767	Konflikt v Severním Irsku		
1130	1992	11	21	1	0	41.033304	14.301894	Ostatní		
1131	1992	11	22	1	2	52.516667	13.IV	Extrémní pravice		
1132	1992	11	22	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1133	1992	11	24	1	0	41.646548	2.741634	Extrémní pravice		
1134	1992	11	25	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1135	1992	11	30	1	3	40.416691	-3.700345	Ostatní		
1136	1992	12	2	1	0	42.697283	9.450881	Ostatní		
1137	1992	12	8	1		54.99451	-7.319996	Konflikt v Severním Irsku		
1138	1992	12	13	1		55.070718	-6.514895	Konflikt v Severním Irsku		
1139	1992	12	20	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1140	1992	12	22	1	0	43.320812	-1.984447	Baskický separatismus		
1141	1992	12	30	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1142	1991	1	9	1	3	43.256963	-2.923441	Baskický separatismus		
1143	1991	1	10	1	0	43.320812	-1.984447	Baskický separatismus		
1144	1991	1	21	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1145	1991	1	27	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1146	1991	2	18	1	40	51.500152	-0.126236	Konflikt v Severním Irsku		
1147	1991	2	24	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1148	1991	3	4	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1149	1991	3	4	1	0	39.470239	-0.376805	Baskický separatismus		
1150	1991	3	12	1	0	52.516667	13.IV	Ostatní		
1151	1991	3	12	1	0	37.97918	23.716647	Ostatní		
1152	1991	3	16	1	3	43.320812	-1.984447	Baskický separatismus		
1153	1991	3	21	1	0	43.256963	-2.923441	Baskický separatismus		
1154	1991	4	1	1	0	51.213924	6.780691	Extrémní levice		
1155	1991	4	6	1	0	55.201427	-6.252041	Konflikt v Severním Irsku		
1156	1991	4	8	1	1	43.297222	-2.991667	Baskický separatismus		
1157	1991	4	8	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1158	1991	4	8	1	1	43.297222	-2.991667	Baskický separatismus		
1159	1991	4	9	1	0	54.647865	-6.618718	Konflikt v Severním Irsku		
1160	1991	4	11	1	0	54.323924	-5.703051	Konflikt v Severním Irsku		
1161	1991	4	12	1	0	54.510893	-6.042726	Konflikt v Severním Irsku		
1162	1991	4	12	1	0	54.706718	-7.592867	Konflikt v Severním Irsku		
1163	1991	4	15	1	0	43.320812	-1.984447	Baskický separatismus		
1164	1991	4	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1165	1991	4	18	1	0	48.856614	2.352222	Ostatní		
1166	1991	5	1	1	2	54.597269	-5.930109	Konflikt v Severním Irsku		
1167	1991	5	9	1	0	43.31137	-3.055952	Baskický separatismus		
1168	1991	5	13	1	0	54.347539	-6.656108	Konflikt v Severním Irsku		
1169	1991	5	17	1	0	54.317811	-7.536546	Konflikt v Severním Irsku		
1170	1991	5	21	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1171	1991	5	25	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1172	1991	5	25	1	0	55.132826	-7.452745	Konflikt v Severním Irsku		
1173	1991	5	31	1	0	51.050991	13.733633	Ostatní		
1174	1991	6	5	1	4	40.416691	-3.700345	Baskický separatismus		
1175	1991	6	6	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1176	1991	6	12	1	0	52.516667	13.IV	Ostatní		
1177	1991	6	13	1	0	43.284889	-3.053896	Baskický separatismus		
1178	1991	6	17	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1179	1991	6	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1180	1991	6	21	1		54.466769	-8.450077	Ostatní		
1181	1991	6	28	1		37.38264	-5.996295	Ostatní		
1182	1991	7	11	1	0	48.856614	2.352222	Ostatní		
1183	1991	7	12	1	0	37.884943	24.013429	Ostatní		
1184	1991	7	15	1	1	45.440431	16.278323	Ostatní		
1185	1991	7	18	1	0	50.632557	5.579666	Ostatní		
1186	1991	7	18	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1187	1991	7	18	1	0	51.927514	-8.391597	Konflikt v Severním Irsku		
1188	1991	7	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1189	1991	7	20	1	0	44.545892	15.375409	Ostatní		
1190	1991	7	28	1	1	43.325239	-3.011475	Baskický separatismus		
1191	1991	8	1	1	0	54.673252	-7.627484	Konflikt v Severním Irsku		
1192	1991	8	5	1	0	54.542956	-6.926293	Konflikt v Severním Irsku		
1193	1991	8	8	1	0	43.338233	-1.789272	Baskický separatismus		
1194	1991	8	9	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1195	1991	8	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1196	1991	8	14	1	0	50.209426	15.832626	Ostatní		
1197	1991	8	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1198	1991	8	15	1	0	54.788077	-7.47303	Konflikt v Severním Irsku		
1199	1991	8	16	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1200	1991	8	16	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1201	1991	8	16	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1202	1991	8	17	1	0	54.224802	-6.335325	Konflikt v Severním Irsku		
1203	1991	8	20	1	3	44.4333333	26.I	Ostatní		
1204	1991	8	29	1	2	43.256963	-2.923441	Baskický separatismus		
1205	1991	9	3	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1206	1991	9	8	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1207	1991	9	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1208	1991	9	13	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1209	1991	9	14	1	0	54.717003	-7.379735	Konflikt v Severním Irsku		
1210	1991	9	16	1	0	54.99451	-7.319996	Konflikt v Severním Irsku		
1211	1991	9	17	1	0	54.907431	-6.667528	Konflikt v Severním Irsku		
1212	1991	9	19	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1213	1991	9	28	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1214	1991	9	30	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1215	1991	10	7	1	0	37.97918	23.716647	Ostatní		
1216	1991	10	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1217	1991	10	10	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1218	1991	10	13	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1219	1991	10	14	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1220	1991	10	15	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
1221	1991	10	21	1	1	54.597269	-5.930109	Konflikt v Severním Irsku		
1222	1991	10	25	1	0	54.594562	-6.931393	Konflikt v Severním Irsku		
1223	1991	10	26	1	0	54.597269	-5.930109	Konflikt v Severním Irsku		
